order_id,order_date,customer_id,product_id,warehouse_id,quantity,sales_amount,discount,delivery_days
O18486,2024-08-11,C2429,P0254,W001,8,34496.4,0.24,11
O18487,2025-05-18,C0792,P0134,W002,1,4440.87,0.13,9
O18488,2025-04-29,C3265,P0068,W001,10,74174.26,0.01,11
O18489,2024-07-06,C1342,P0441,W001,8,23891.3,0.24,8
O18490,2025-04-17,C4092,P0423,W004,7,26474.29,0.15,7
O18491,2024-07-31,C2836,P0201,W004,1,811.25,0.04,14
O18492,2025-01-08,C2391,P0466,W002,2,2453.34,0.03,6
O18493,2024-06-23,C4874,P0021,W002,4,19486.02,0.05,1
O18494,2025-04-07,C1488,P0179,W002,10,10458.55,0.22,12
O18495,2024-08-20,C2244,P0081,W005,5,4498.8,0.2,9
O18496,2025-04-12,C2821,P0487,W004,5,27911.15,0.0,12
O18497,2025-03-27,C0395,P0015,W002,8,37871.18,0.05,8
O18498,2025-01-08,C2584,P0016,W001,4,9786.95,0.23,14
O18499,2026-01-05,C0277,P0127,W005,10,25415.7,0.25,8
O18500,2024-10-19,C0608,P0295,W004,6,27584.01,0.05,4
O18501,2024-10-05,C0683,P0479,W004,5,17069.05,0.19,8
O18502,2026-06-02,C1958,P0066,W005,10,34269.61,0.22,12
O18503,2024-06-27,C2091,P0398,W003,7,7104.57,0.16,13
O18504,2025-06-10,C3413,P0170,W004,5,8108.26,0.22,5
O18505,2026-01-24,C0723,P0084,W003,5,21499.56,0.15,15
O18506,2025-07-15,C0353,P0370,W002,9,16566.48,0.13,8
O18507,2024-12-04,C2263,P0057,W002,8,7348.39,0.16,4
O18508,2025-09-21,C2782,P0327,W004,2,10211.66,0.07,12
O18509,2024-10-02,C3042,P0118,W004,9,48751.72,0.23,1
O18510,2024-08-26,C4420,P0222,W003,1,460.51,0.24,13
O18511,2026-05-09,C3178,P0021,W004,6,27075.31,0.12,10
O18512,2026-05-08,C2376,P0410,W001,6,30735.81,0.22,4
O18513,2024-12-01,C2891,P0126,W002,2,7299.14,0.2,7
O18514,2025-03-18,C4364,P0107,W001,2,6747.11,0.03,4
O18515,2025-11-01,C0808,P0254,W005,7,38127.6,0.04,11
O18516,2025-07-05,C3264,P0453,W002,7,52686.95,0.04,14
O18517,2026-05-09,C4908,P0290,W005,1,2690.43,0.23,9
O18518,2024-09-06,C2453,P0203,W005,5,2101.1,0.17,4
O18519,2024-11-15,C4351,P0383,W004,7,44589.36,0.22,14
O18520,2025-01-11,C3845,P0102,W001,10,46342.09,0.06,13
O18521,2024-08-23,C2756,P0271,W004,6,13428.39,0.08,1
O18522,2024-08-24,C2512,P0181,W001,2,2133.9,0.14,14
O18523,2026-04-03,C1334,P0077,W003,4,12420.07,0.24,6
O18524,2026-01-18,C2802,P0378,W001,3,10619.69,0.07,2
O18525,2025-08-13,C2220,P0278,W001,8,46286.37,0.13,12
O18526,2025-10-09,C4804,P0078,W004,4,24001.65,0.21,13
O18527,2025-05-03,C0476,P0084,W001,9,37333.35,0.18,3
O18528,2024-06-16,C4858,P0209,W002,4,15403.11,0.05,9
O18529,2026-03-25,C2231,P0295,W001,5,18389.34,0.24,1
O18530,2025-03-27,C1008,P0314,W002,7,34124.16,0.2,1
O18531,2024-10-26,C3646,P0256,W003,7,22486.53,0.04,13
O18532,2026-05-15,C2697,P0325,W002,9,9330.17,0.21,14
O18533,2026-01-10,C0482,P0413,W004,9,35930.63,0.1,3
O18534,2026-01-09,C0923,P0395,W004,4,9293.84,0.08,6
O18535,2026-05-30,C4934,P0462,W004,5,14329.39,0.04,7
O18536,2025-02-11,C2966,P0474,W005,1,1690.96,0.07,1
O18537,2025-10-11,C3435,P0044,W002,10,47521.89,0.24,3
O18538,2025-09-06,C4359,P0375,W005,5,21127.26,0.16,4
O18539,2025-04-21,C1278,P0256,W005,6,18872.62,0.06,10
O18540,2024-11-05,C1191,P0168,W001,2,8634.44,0.0,2
O18541,2026-05-29,C2770,P0321,W001,1,4069.83,0.09,11
O18542,2025-05-08,C3905,P0247,W002,6,14768.37,0.13,14
O18543,2026-05-03,C1895,P0197,W002,2,5007.9,0.07,13
O18544,2026-03-06,C2009,P0283,W002,9,20330.43,0.17,12
O18545,2026-01-15,C0111,P0054,W001,8,45253.1,0.06,14
O18546,2024-07-13,C2956,P0051,W002,3,2887.63,0.13,13
O18547,2025-01-16,C4269,P0448,W003,6,13332.69,0.01,9
O18548,2025-05-18,C0140,P0220,W004,2,10045.22,0.06,11
O18549,2026-01-30,C1946,P0294,W002,10,32668.33,0.13,9
O18550,2025-09-14,C2051,P0296,W001,4,7467.17,0.21,9
O18551,2025-02-24,C1005,P0127,W004,6,17282.68,0.15,11
O18552,2024-08-16,C3366,P0036,W004,7,32014.51,0.12,6
O18553,2026-01-04,C1901,P0205,W003,3,12429.44,0.23,8
O18554,2025-02-18,C0396,P0378,W004,9,33229.35,0.03,13
O18555,2025-10-28,C4985,P0305,W005,6,5336.67,0.18,2
O18556,2026-03-04,C0511,P0373,W005,4,12095.95,0.07,10
O18557,2024-09-13,C1368,P0358,W003,6,22291.92,0.22,3
O18558,2025-10-04,C0682,P0048,W001,5,16513.59,0.08,15
O18559,2024-06-18,C2387,P0074,W004,6,32544.46,0.07,2
O18560,2025-08-23,C3391,P0211,W002,3,12757.2,0.16,3
O18561,2025-07-29,C3782,P0106,W003,8,39860.73,0.01,6
O18562,2024-10-25,C4567,P0407,W005,3,3113.45,0.18,5
O18563,2025-07-25,C1763,P0333,W003,2,2471.41,0.13,13
O18564,2025-11-03,C0025,P0117,W004,3,13714.93,0.22,1
O18565,2024-10-16,C0674,P0450,W001,2,9259.15,0.13,3
O18566,2024-11-02,C4295,P0019,W003,7,44862.23,0.05,11
O18567,2024-11-14,C4617,P0302,W002,2,1536.93,0.05,13
O18568,2025-10-03,C0946,P0377,W001,4,2258.74,0.01,15
O18569,2026-06-04,C3692,P0042,W004,7,16774.6,0.13,4
O18570,2024-12-14,C4740,P0141,W004,1,6903.97,0.06,13
O18571,2024-06-16,C3944,P0353,W002,4,4661.99,0.04,13
O18572,2025-11-29,C0045,P0011,W005,10,73357.71,0.01,14
O18573,2025-02-04,C2300,P0079,W005,7,54061.76,0.12,14
O18574,2026-04-21,C3572,P0248,W005,5,25841.63,0.06,1
O18575,2025-11-13,C0950,P0495,W002,8,20553.54,0.15,9
O18576,2025-04-19,C4323,P0322,W004,10,46998.52,0.21,11
O18577,2024-06-11,C3317,P0246,W005,6,14496.9,0.02,8
O18578,2026-03-25,C2401,P0299,W002,7,31129.91,0.05,5
O18579,2025-03-03,C4741,P0425,W001,8,5065.82,0.22,5
O18580,2025-10-17,C4093,P0162,W002,1,1446.82,0.12,14
O18581,2025-12-25,C0827,P0228,W005,2,4183.01,0.07,2
O18582,2026-01-15,C4520,P0500,W005,9,5285.7,0.0,9
O18583,2024-08-21,C0831,P0287,W001,7,46794.22,0.11,5
O18584,2024-07-08,C0622,P0134,W005,8,32260.12,0.21,11
O18585,2025-05-21,C4855,P0195,W001,5,15206.88,0.24,7
O18586,2025-03-27,C0272,P0265,W004,5,19883.65,0.18,12
O18587,2025-04-12,C1156,P0194,W002,8,2668.96,0.08,10
O18588,2024-07-08,C2726,P0184,W004,9,40782.83,0.22,8
O18589,2026-04-17,C2952,P0079,W003,6,40546.32,0.23,11
O18590,2024-09-23,C1961,P0224,W001,10,33674.33,0.14,15
O18591,2025-03-18,C2964,P0433,W003,5,17669.35,0.11,13
O18592,2025-06-12,C3657,P0204,W003,3,25020.39,0.0,6
O18593,2026-04-04,C1561,P0368,W005,10,41553.23,0.25,2
O18594,2026-03-05,C0133,P0284,W004,9,4233.62,0.17,15
O18595,2025-08-18,C3697,P0225,W004,1,3527.34,0.18,4
O18596,2024-10-03,C2672,P0438,W004,6,19275.18,0.01,15
O18597,2025-02-27,C2855,P0357,W001,5,22936.8,0.24,15
O18598,2024-08-29,C1622,P0124,W001,4,11732.76,0.18,4
O18599,2025-06-23,C1572,P0160,W002,2,5856.4,0.15,2
O18600,2025-01-03,C4468,P0100,W003,3,2417.45,0.15,4
O18601,2026-03-17,C1783,P0435,W004,2,1471.03,0.04,6
O18602,2025-12-04,C4145,P0161,W003,1,4591.15,0.16,15
O18603,2025-06-02,C1649,P0267,W005,3,6255.12,0.01,3
O18604,2026-01-23,C1094,P0476,W003,10,34733.28,0.03,4
O18605,2025-08-18,C4659,P0317,W001,2,9819.83,0.21,4
O18606,2026-05-12,C0957,P0318,W004,3,14618.36,0.11,15
O18607,2025-05-20,C3726,P0375,W005,3,14638.17,0.03,15
O18608,2025-09-04,C4330,P0066,W003,10,41299.28,0.06,13
O18609,2025-05-27,C1930,P0433,W002,6,19059.07,0.2,15
O18610,2026-03-14,C0285,P0007,W001,6,44277.94,0.11,15
O18611,2026-04-14,C2656,P0491,W003,4,16257.64,0.0,5
O18612,2024-11-22,C3413,P0257,W004,1,4242.6,0.1,6
O18613,2026-05-11,C4422,P0249,W002,4,15894.73,0.17,1
O18614,2026-03-09,C0983,P0221,W002,4,22390.35,0.13,14
O18615,2024-10-30,C3293,P0105,W003,8,53886.71,0.09,5
O18616,2024-12-01,C2321,P0011,W001,1,7261.67,0.02,7
O18617,2025-07-22,C3603,P0346,W004,4,2919.38,0.17,15
O18618,2025-12-19,C4287,P0198,W004,3,17019.26,0.01,14
O18619,2024-11-14,C3136,P0359,W002,4,17253.41,0.17,6
O18620,2026-01-06,C0045,P0499,W004,7,19369.29,0.03,5
O18621,2026-01-30,C0272,P0231,W002,10,64925.39,0.01,2
O18622,2025-03-08,C1654,P0497,W002,1,4953.65,0.08,1
O18623,2025-10-23,C4959,P0426,W003,6,24557.19,0.23,9
O18624,2024-07-01,C0256,P0354,W005,6,2977.38,0.13,11
O18625,2026-02-14,C0038,P0215,W005,6,27450.34,0.2,1
O18626,2025-01-14,C3852,P0222,W003,5,2302.57,0.24,12
O18627,2025-05-20,C4199,P0289,W001,2,11225.48,0.17,4
O18628,2024-08-28,C2422,P0097,W004,1,1175.22,0.17,2
O18629,2025-12-08,C2049,P0346,W004,6,5064.94,0.04,4
O18630,2025-01-26,C4699,P0262,W005,1,821.53,0.19,14
O18631,2024-11-11,C2717,P0260,W004,3,8741.18,0.06,13
O18632,2025-07-09,C1208,P0371,W002,1,3626.9,0.14,10
O18633,2026-02-04,C2269,P0464,W003,5,18489.07,0.03,15
O18634,2025-01-19,C3159,P0174,W005,1,1856.73,0.09,6
O18635,2025-08-07,C3296,P0403,W005,8,33793.02,0.25,6
O18636,2026-01-12,C3867,P0135,W005,10,6696.4,0.03,14
O18637,2026-02-05,C4324,P0069,W004,9,11234.31,0.16,3
O18638,2025-10-20,C4936,P0204,W002,7,43785.68,0.25,13
O18639,2026-01-19,C1256,P0485,W005,5,8327.2,0.11,13
O18640,2025-10-28,C4021,P0426,W005,4,16371.46,0.23,9
O18641,2024-10-29,C4955,P0500,W004,9,4651.42,0.12,10
O18642,2026-04-05,C3322,P0191,W004,5,24873.82,0.14,15
O18643,2025-05-22,C0027,P0356,W005,2,8843.35,0.17,3
O18644,2026-05-06,C1174,P0397,W004,3,16212.1,0.1,2
O18645,2026-01-07,C4004,P0028,W001,10,14198.81,0.19,15
O18646,2026-04-20,C0638,P0034,W004,3,14104.06,0.19,10
O18647,2026-01-31,C1653,P0263,W003,10,26140.53,0.22,2
O18648,2024-09-05,C1661,P0296,W003,6,11626.11,0.18,7
O18649,2026-05-25,C3915,P0059,W003,7,14832.93,0.08,10
O18650,2025-07-10,C4383,P0296,W003,8,16068.6,0.15,15
O18651,2024-08-15,C4850,P0185,W003,6,8990.57,0.23,6
O18652,2025-10-25,C3929,P0166,W003,5,18748.17,0.16,12
O18653,2025-04-11,C4307,P0473,W002,6,28506.47,0.17,12
O18654,2026-05-09,C2551,P0219,W002,6,30023.92,0.06,13
O18655,2026-05-22,C4824,P0371,W005,8,30027.39,0.11,1
O18656,2025-09-14,C1681,P0442,W005,7,23672.45,0.23,10
O18657,2025-07-18,C0273,P0460,W001,4,21706.02,0.19,14
O18658,2025-03-21,C2701,P0327,W003,8,33380.05,0.24,7
O18659,2026-01-23,C3426,P0361,W003,5,6422.01,0.08,1
O18660,2024-10-07,C1585,P0179,W001,6,7562.34,0.06,4
O18661,2024-06-23,C3162,P0175,W003,9,20374.05,0.05,7
O18662,2025-09-06,C4188,P0058,W002,10,8057.39,0.17,13
O18663,2025-07-20,C4118,P0196,W001,2,4830.97,0.09,14
O18664,2024-10-26,C1465,P0024,W001,5,26799.41,0.21,13
O18665,2025-11-12,C3371,P0175,W001,7,16680.51,0.0,9
O18666,2026-05-24,C1156,P0030,W001,1,2691.32,0.25,1
O18667,2024-11-15,C1772,P0041,W005,9,15567.6,0.15,3
O18668,2025-04-05,C1869,P0148,W002,7,28610.53,0.04,10
O18669,2026-06-05,C4592,P0088,W001,2,10145.22,0.17,8
O18670,2025-04-15,C0703,P0388,W005,2,2452.63,0.01,6
O18671,2025-06-25,C2727,P0199,W003,10,43764.29,0.15,10
O18672,2026-03-14,C1355,P0080,W004,5,8284.76,0.25,14
O18673,2025-01-22,C1339,P0438,W002,4,10903.13,0.16,14
O18674,2024-08-16,C2371,P0090,W001,1,4116.86,0.11,13
O18675,2024-07-17,C2433,P0471,W001,8,49002.68,0.18,4
O18676,2026-03-17,C2327,P0343,W002,3,8352.49,0.14,10
O18677,2025-01-11,C4541,P0303,W004,10,19947.1,0.14,14
O18678,2025-02-26,C3523,P0235,W002,7,45328.23,0.11,9
O18679,2024-09-19,C1751,P0161,W001,9,49190.85,0.0,5
O18680,2025-03-23,C1605,P0471,W005,1,6947.03,0.07,10
O18681,2025-12-01,C4172,P0402,W003,2,15505.14,0.01,3
O18682,2024-07-03,C4623,P0493,W005,5,26699.38,0.19,14
O18683,2025-11-06,C0474,P0363,W001,10,44559.86,0.03,11
O18684,2025-08-16,C4290,P0351,W001,10,21590.11,0.23,8
O18685,2024-07-06,C3932,P0280,W005,6,11155.59,0.1,2
O18686,2025-02-27,C1060,P0102,W003,9,39933.08,0.1,6
O18687,2026-03-18,C4896,P0165,W003,6,13654.72,0.16,12
O18688,2026-01-11,C4939,P0023,W005,9,56050.75,0.02,15
O18689,2024-09-15,C4829,P0322,W002,8,40454.42,0.15,9
O18690,2025-08-28,C4564,P0352,W002,8,8315.73,0.21,2
O18691,2025-10-06,C3401,P0359,W002,6,28686.39,0.08,5
O18692,2025-07-26,C0371,P0379,W002,10,3233.52,0.2,7
O18693,2025-09-07,C2068,P0359,W005,10,48850.01,0.06,14
O18694,2025-02-16,C1129,P0414,W005,1,270.46,0.07,1
O18695,2025-08-25,C4254,P0371,W001,6,23279.66,0.08,12
O18696,2025-10-12,C3238,P0500,W003,9,5285.7,0.0,7
O18697,2024-09-26,C2747,P0043,W001,10,14310.84,0.09,11
O18698,2025-04-06,C0542,P0105,W005,3,20651.64,0.07,8
O18699,2026-04-13,C1349,P0422,W002,9,37162.81,0.01,3
O18700,2026-03-14,C4324,P0446,W005,3,13763.27,0.12,5
O18701,2026-05-08,C0036,P0009,W004,5,20473.13,0.08,2
O18702,2024-07-30,C2171,P0014,W001,9,33873.34,0.14,5
O18703,2025-05-04,C1568,P0153,W005,5,18506.44,0.03,13
O18704,2025-02-17,C2650,P0340,W005,10,26597.86,0.06,2
O18705,2025-09-23,C2654,P0432,W001,6,25637.81,0.19,13
O18706,2025-05-25,C2656,P0394,W001,9,5149.68,0.23,13
O18707,2026-05-25,C3469,P0089,W001,4,8355.52,0.02,10
O18708,2024-12-21,C2417,P0234,W003,10,63948.9,0.11,12
O18709,2025-09-02,C1894,P0072,W001,1,4420.79,0.03,10
O18710,2025-01-23,C4701,P0466,W001,6,5842.5,0.23,10
O18711,2025-06-04,C1247,P0463,W004,1,2668.22,0.24,2
O18712,2026-02-24,C1058,P0110,W001,7,9835.32,0.22,12
O18713,2025-05-23,C3761,P0474,W001,2,2836.45,0.22,6
O18714,2025-12-05,C2650,P0343,W001,4,10618.67,0.18,1
O18715,2025-02-16,C4753,P0407,W005,10,12529.74,0.01,5
O18716,2025-11-21,C3720,P0385,W004,6,17049.88,0.14,1
O18717,2024-07-30,C0848,P0243,W003,6,25073.6,0.16,11
O18718,2025-11-10,C3587,P0080,W004,2,4330.17,0.02,4
O18719,2026-05-27,C3750,P0288,W001,9,17831.73,0.13,11
O18720,2025-03-08,C4288,P0315,W002,7,38353.42,0.13,14
O18721,2025-11-29,C2704,P0235,W005,7,38707.26,0.24,15
O18722,2024-10-16,C4050,P0424,W004,2,3463.14,0.08,4
O18723,2025-08-14,C4972,P0175,W002,2,3669.71,0.23,3
O18724,2026-03-14,C0248,P0073,W002,6,13147.12,0.01,5
O18725,2026-04-06,C3101,P0476,W002,5,14143.96,0.21,2
O18726,2025-01-25,C2600,P0342,W003,4,2702.16,0.06,6
O18727,2025-08-05,C1561,P0186,W005,9,30516.26,0.1,8
O18728,2025-05-13,C2879,P0426,W002,10,48370.23,0.09,8
O18729,2025-05-21,C1810,P0339,W004,8,12853.9,0.03,12
O18730,2025-04-22,C1001,P0252,W005,6,16084.01,0.09,2
O18731,2026-03-10,C0156,P0420,W002,7,4184.8,0.16,12
O18732,2026-05-15,C3368,P0481,W003,1,5319.58,0.06,12
O18733,2026-05-11,C1491,P0176,W001,4,21877.73,0.16,11
O18734,2024-06-15,C0970,P0456,W002,10,2417.44,0.18,5
O18735,2024-12-11,C2674,P0291,W001,3,14619.63,0.21,1
O18736,2025-01-10,C0164,P0136,W004,1,1632.81,0.11,2
O18737,2025-08-18,C3023,P0270,W003,4,18685.08,0.25,5
O18738,2025-12-08,C2641,P0148,W004,4,15837.97,0.07,1
O18739,2025-09-15,C0161,P0292,W004,5,26338.73,0.22,3
O18740,2024-07-21,C1960,P0300,W001,4,18681.52,0.05,11
O18741,2025-06-12,C0746,P0088,W004,10,53781.9,0.12,4
O18742,2025-11-05,C1057,P0064,W005,2,3374.9,0.13,4
O18743,2025-11-26,C1390,P0168,W001,4,16750.81,0.03,3
O18744,2025-02-09,C4017,P0332,W003,8,30326.66,0.05,1
O18745,2024-10-22,C2082,P0482,W002,10,44082.2,0.0,1
O18746,2024-11-12,C4892,P0353,W004,6,6774.45,0.07,11
O18747,2025-07-27,C1366,P0485,W002,5,9262.84,0.01,7
O18748,2025-06-25,C3325,P0113,W004,2,4583.81,0.17,3
O18749,2025-11-25,C4361,P0376,W003,4,9609.96,0.25,3
O18750,2025-10-14,C3287,P0191,W001,6,30195.66,0.13,15
O18751,2024-07-28,C4977,P0084,W001,8,30757.02,0.24,4
O18752,2025-10-02,C0244,P0474,W003,3,4854.7,0.11,11
O18753,2024-09-13,C1039,P0263,W005,3,9551.35,0.05,14
O18754,2025-06-01,C0446,P0229,W001,1,4726.47,0.24,14
O18755,2025-01-06,C1625,P0078,W005,3,22558.52,0.01,8
O18756,2024-12-06,C1628,P0113,W003,9,20875.65,0.16,10
O18757,2024-12-24,C1773,P0005,W005,1,1617.02,0.08,1
O18758,2026-05-31,C2441,P0425,W004,2,1510.0,0.07,4
O18759,2026-04-13,C1413,P0166,W004,5,20310.52,0.09,13
O18760,2025-08-04,C3793,P0009,W004,10,37385.71,0.16,9
O18761,2025-09-03,C1916,P0225,W002,8,30627.68,0.11,13
O18762,2025-04-14,C2589,P0443,W003,10,47056.9,0.0,7
O18763,2026-06-10,C0881,P0226,W001,4,4960.69,0.14,7
O18764,2024-09-26,C2623,P0321,W004,4,16637.1,0.07,8
O18765,2024-10-08,C1955,P0461,W005,9,17262.58,0.21,2
O18766,2025-06-19,C3390,P0282,W003,3,15965.23,0.18,3
O18767,2024-06-18,C1807,P0117,W004,5,24323.48,0.17,15
O18768,2025-12-11,C0277,P0045,W004,5,9628.55,0.02,10
O18769,2024-12-18,C4628,P0131,W001,8,4781.21,0.16,7
O18770,2024-12-30,C3020,P0053,W005,7,19230.02,0.11,14
O18771,2025-07-12,C2629,P0462,W001,1,2925.58,0.02,7
O18772,2024-11-25,C4562,P0284,W001,5,2493.7,0.12,14
O18773,2025-08-24,C4695,P0346,W002,2,1389.34,0.21,2
O18774,2024-07-12,C4033,P0012,W001,7,3810.24,0.1,2
O18775,2026-05-03,C4200,P0251,W004,2,11736.95,0.07,9
O18776,2024-07-01,C0334,P0422,W002,9,36787.43,0.02,4
O18777,2024-08-01,C3852,P0007,W005,2,15256.82,0.08,13
O18778,2025-07-24,C0773,P0489,W003,8,33350.3,0.23,15
O18779,2025-02-08,C4066,P0037,W001,6,18310.43,0.21,12
O18780,2025-08-30,C4192,P0279,W003,5,16773.04,0.25,4
O18781,2026-02-01,C2414,P0151,W002,8,11771.81,0.01,9
O18782,2025-05-20,C3468,P0210,W004,10,39702.52,0.16,15
O18783,2024-07-22,C3235,P0326,W004,5,11908.92,0.17,5
O18784,2025-12-19,C1636,P0137,W004,4,13465.04,0.03,1
O18785,2025-09-05,C3356,P0396,W005,4,19292.14,0.08,15
O18786,2025-05-06,C4858,P0363,W005,8,28665.31,0.22,3
O18787,2024-10-17,C4998,P0385,W005,3,8326.68,0.16,13
O18788,2025-04-12,C3024,P0423,W005,9,34839.27,0.13,5
O18789,2024-11-21,C4949,P0211,W003,6,27336.85,0.1,6
O18790,2025-01-01,C1097,P0288,W003,2,4509.17,0.01,14
O18791,2026-04-02,C0524,P0314,W002,8,40948.99,0.16,8
O18792,2025-06-20,C1206,P0407,W001,8,8403.78,0.17,14
O18793,2024-12-16,C1946,P0451,W003,4,14439.19,0.01,10
O18794,2025-04-25,C3558,P0224,W001,5,15858.26,0.19,7
O18795,2025-03-20,C4359,P0050,W001,3,2093.39,0.16,10
O18796,2025-05-20,C4311,P0147,W003,3,20404.92,0.02,9
O18797,2025-03-27,C3297,P0481,W002,9,45838.95,0.1,9
O18798,2025-06-02,C3668,P0422,W002,3,12137.35,0.03,8
O18799,2024-11-11,C1864,P0040,W001,4,4956.97,0.19,1
O18800,2025-05-31,C0471,P0153,W001,3,10302.55,0.1,9
O18801,2024-09-28,C1030,P0199,W003,8,35835.23,0.13,9
O18802,2024-11-23,C1690,P0155,W004,5,21237.49,0.23,1
O18803,2025-10-06,C4680,P0491,W003,8,31539.82,0.03,8
O18804,2025-12-17,C2285,P0330,W001,10,30589.61,0.16,12
O18805,2025-11-02,C3493,P0054,W002,1,5415.93,0.1,12
O18806,2024-10-15,C2229,P0265,W005,5,23035.93,0.05,6
O18807,2025-05-20,C4588,P0369,W001,10,70973.19,0.1,2
O18808,2024-10-29,C2136,P0010,W002,3,3972.69,0.21,8
O18809,2026-04-21,C2508,P0197,W003,8,17016.09,0.21,1
O18810,2025-09-02,C1907,P0065,W003,8,24187.99,0.05,14
O18811,2025-08-25,C2417,P0260,W002,7,20396.09,0.06,9
O18812,2024-09-30,C0003,P0149,W004,4,12988.43,0.06,13
O18813,2026-01-18,C4248,P0077,W004,9,36034.55,0.02,6
O18814,2025-11-08,C4622,P0477,W005,3,2579.57,0.11,5
O18815,2026-02-03,C2499,P0234,W004,3,19400.23,0.1,3
O18816,2025-10-02,C0452,P0154,W005,2,852.95,0.19,13
O18817,2024-07-06,C4684,P0339,W002,3,3826.35,0.23,2
O18818,2024-08-04,C2148,P0075,W005,6,25694.0,0.05,11
O18819,2026-03-27,C3659,P0487,W002,5,27632.04,0.01,8
O18820,2025-12-25,C2203,P0488,W001,2,11131.53,0.03,15
O18821,2025-10-06,C1220,P0107,W003,1,3443.11,0.01,6
O18822,2026-05-01,C4286,P0414,W004,9,2486.51,0.05,8
O18823,2024-11-12,C3640,P0185,W002,3,5254.23,0.1,13
O18824,2024-11-24,C0071,P0222,W003,5,2423.76,0.2,9
O18825,2024-09-09,C4722,P0081,W002,9,9110.07,0.1,8
O18826,2024-08-07,C1530,P0236,W004,2,7153.2,0.05,15
O18827,2024-09-12,C4364,P0320,W005,5,3828.25,0.11,8
O18828,2026-01-29,C0585,P0219,W002,2,8730.36,0.18,9
O18829,2026-03-09,C3352,P0025,W004,6,35595.02,0.05,14
O18830,2025-09-11,C0043,P0368,W003,2,9640.35,0.13,3
O18831,2025-11-07,C3178,P0322,W001,4,23558.75,0.01,3
O18832,2026-06-07,C3566,P0330,W004,2,6336.42,0.13,5
O18833,2026-05-24,C3397,P0043,W004,3,3963.0,0.16,4
O18834,2025-03-25,C3356,P0076,W002,10,42467.6,0.0,11
O18835,2026-01-12,C3428,P0316,W002,3,17178.39,0.17,6
O18836,2025-09-04,C2218,P0388,W003,1,1015.73,0.18,15
O18837,2026-05-30,C1309,P0439,W003,7,10392.55,0.16,6
O18838,2025-02-19,C0066,P0027,W005,4,22288.47,0.08,12
O18839,2025-06-03,C3489,P0125,W002,3,12225.52,0.03,8
O18840,2024-08-23,C1173,P0181,W002,6,6997.21,0.06,13
O18841,2026-02-07,C3920,P0305,W002,5,5423.45,0.0,4
O18842,2026-02-05,C0091,P0053,W001,1,2808.88,0.09,10
O18843,2025-07-14,C2219,P0437,W003,2,3625.57,0.09,1
O18844,2025-08-31,C3342,P0077,W003,2,6945.44,0.15,14
O18845,2025-04-29,C1940,P0041,W001,5,8343.42,0.18,4
O18846,2025-03-09,C0971,P0198,W001,2,8939.41,0.22,4
O18847,2025-12-03,C4776,P0264,W002,6,7464.65,0.13,12
O18848,2026-02-04,C3097,P0123,W001,2,1840.07,0.04,10
O18849,2026-01-28,C1065,P0315,W004,10,52901.27,0.16,2
O18850,2025-06-09,C2927,P0177,W002,8,44700.72,0.0,15
O18851,2025-08-30,C2023,P0128,W005,9,7319.56,0.1,1
O18852,2025-06-29,C0117,P0058,W002,1,941.65,0.03,15
O18853,2024-07-17,C3736,P0227,W004,8,17159.5,0.04,14
O18854,2024-11-07,C2717,P0493,W001,9,54585.4,0.08,3
O18855,2025-05-17,C4444,P0194,W005,10,3517.51,0.03,12
O18856,2026-05-28,C4459,P0155,W003,4,17651.94,0.2,1
O18857,2025-02-11,C2008,P0465,W003,1,3335.43,0.06,1
O18858,2025-07-11,C3053,P0337,W005,6,41260.53,0.05,3
O18859,2024-09-12,C4762,P0122,W003,5,20812.5,0.02,1
O18860,2026-05-23,C1007,P0376,W003,2,5125.31,0.2,6
O18861,2025-05-17,C0808,P0063,W004,5,5095.1,0.08,7
O18862,2026-05-21,C2357,P0406,W003,10,62500.07,0.22,10
O18863,2024-06-15,C4525,P0189,W005,3,15823.78,0.13,14
O18864,2024-07-09,C1266,P0477,W005,4,3207.55,0.17,3
O18865,2025-12-06,C3130,P0241,W002,8,7528.78,0.04,3
O18866,2024-12-22,C3490,P0209,W004,4,14916.7,0.08,3
O18867,2026-01-06,C2236,P0213,W002,4,16462.47,0.02,6
O18868,2024-09-19,C3035,P0476,W003,2,5872.43,0.18,12
O18869,2024-12-22,C0806,P0074,W003,10,57740.17,0.01,7
O18870,2026-03-17,C2999,P0251,W004,9,44865.45,0.21,1
O18871,2025-03-10,C4671,P0142,W001,2,1388.52,0.24,8
O18872,2024-12-13,C2438,P0336,W001,1,4795.25,0.05,15
O18873,2025-07-01,C4619,P0370,W003,7,14366.08,0.03,5
O18874,2024-12-03,C0046,P0389,W002,8,25250.68,0.09,15
O18875,2026-05-12,C4845,P0460,W001,4,21974.0,0.18,4
O18876,2024-09-22,C0262,P0105,W004,5,29608.08,0.2,1
O18877,2026-04-10,C3622,P0082,W004,6,28780.03,0.24,8
O18878,2026-01-25,C4000,P0374,W001,6,12283.89,0.04,3
O18879,2025-05-18,C0384,P0160,W004,4,11299.4,0.18,5
O18880,2024-08-08,C0095,P0332,W004,5,19951.75,0.0,6
O18881,2025-02-21,C4372,P0366,W002,2,10290.99,0.07,10
O18882,2026-05-11,C2842,P0059,W005,8,14003.76,0.24,9
O18883,2025-07-20,C0776,P0098,W003,2,8521.82,0.19,4
